move_id,name_es,name_en,type,category,power,accuracy,pp,priority,ailment,ailment_chance,created_at,description_es
810,Gas Corrosivo,corrosive-gas,poison,status,,100,40,0,,0,2026-03-08 04:32:40.559684+00,El usuario libera un gas cáustico que envuelve a todos los que se encuentren alrededor y derrite por completo los objetos que lleven equipados.
811,Motivación,coaching,fighting,status,,,10,0,,0,2026-03-08 04:32:41.855443+00,"El usuario imparte indicaciones precisas a sus aliados, que ven aumentados su Ataque y su Defensa."
812,Viraje,flip-turn,water,physical,60,100,20,0,,0,2026-03-06 14:24:47.701576+00,"Tras atacar, el usuario da paso a toda prisa a otro Pokémon del equipo."
813,Triple Axel,triple-axel,ice,physical,20,90,10,0,,0,2026-03-08 04:32:41.882501+00,Patea hasta tres veces seguidas y cada vez más fuerte.
814,Ala Bis,dual-wingbeat,flying,physical,40,90,10,0,,0,2026-03-06 14:23:02.224302+00,Ataca al adversario golpeándolo dos veces con las alas.
815,Arenas Ardientes,scorching-sands,ground,special,70,100,10,0,BRN,30,2026-03-08 04:32:41.877282+00,Ataca al objetivo arrojándole arena a temperaturas muy elevadas. Puede causar quemaduras.
816,Cura Selvática,jungle-healing,grass,status,,,10,0,,0,2026-03-06 14:20:14.002621+00,"Al entrar en plena armonía con la selva, el usuario cura problemas de estado y restaura PS no solo de sí mismo, sino también de los aliados presentes en el terreno."
817,Golpe Oscuro,wicked-blow,dark,physical,75,100,5,0,,0,2026-03-06 14:20:12.221531+00,Golpe devastador que requiere un absoluto dominio de las artes siniestras. Siempre asesta un golpe crítico.
818,Azote Torrencial,surging-strikes,water,physical,25,100,5,0,,0,2026-03-08 04:32:41.847711+00,"El usuario, dominador absoluto del líquido elemento, golpea hasta tres veces con movimientos fluidos. Siempre asesta un golpe crítico."
819,Electrojaula,thunder-cage,electric,special,80,90,15,0,,100,2026-03-06 14:20:19.947691+00,El objetivo queda atrapado en una jaula electrificada que permanece en el terreno de cuatro a cinco turnos.
820,Dracoenergía,dragon-energy,dragon,special,150,100,5,0,,0,2026-03-06 14:20:23.140153+00,"El usuario convierte su fuerza vital en una energía con la que ataca al objetivo. Cuantos menos PS tenga el usuario, menor será la potencia del movimiento."
821,Mirada Heladora,freezing-glare,psychic,special,90,100,10,0,FRZ,10,2026-03-08 04:32:43.136245+00,"A través de sus ojos emite poderes psíquicos con los que ataca al objetivo, al que puede llegar a congelar."
822,Furia Candente,fiery-wrath,dark,special,90,100,10,0,,0,2026-03-08 04:32:43.148347+00,El usuario convierte su ira en un aura flamígera para lanzar su ataque. Puede amedrentar al objetivo.
823,Patada Relámpago,thunderous-kick,fighting,physical,90,100,10,0,,0,2026-03-08 04:32:43.161679+00,El usuario desconcierta al rival con movimientos centelleantes y le propina una patada. Baja la Defensa del objetivo.
824,Lanza Glacial,glacial-lance,ice,physical,120,100,5,0,,0,2026-03-08 04:32:43.173253+00,El usuario ataca al objetivo lanzándole un carámbano de hielo envuelto en una ventisca.
825,Orbes Espectro,astral-barrage,ghost,special,120,100,5,0,,0,2026-03-08 04:32:43.136245+00,El usuario ataca al objetivo lanzándole una ingente cantidad de pequeños fantasmas.
826,Conjuro Funesto,eerie-spell,psychic,special,80,100,5,0,,0,2026-03-08 04:32:43.154799+00,El usuario ataca con un poder psíquico de inmensa potencia y elimina 3 PP del último movimiento que haya usado el objetivo.
827,dire-claw,dire-claw,poison,physical,80,100,15,0,,,2026-03-07 22:56:07.781599+00,"The user lashes out at the target with ruinous claws, aiming to land a critical hit. This may also leave the target poisoned, paralyzed, or drowsy."
828,psyshield-bash,psyshield-bash,psychic,physical,70,90,10,0,,,2026-03-07 22:00:11.76277+00,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats."
829,power-shift,power-shift,normal,status,0,,10,0,,,2026-03-08 04:32:43.132176+00,
830,stone-axe,stone-axe,rock,physical,65,90,15,0,,,2026-03-07 22:56:03.325011+00,"The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack continue to damage the target for several turns."
831,springtide-storm,springtide-storm,fairy,special,100,80,5,0,,,2026-03-07 22:56:06.572996+00,The user attacks by wrapping the target in fierce winds brimming with love and hate. This move’s additional effects depend on the user’s form.
832,mystical-power,mystical-power,psychic,special,70,90,10,0,,,2026-03-06 13:52:39.86376+00,"The user strengthens itself with a mysterious power. If it excels in offense, its offensive stats are raised. If it excels in defense, its defensive stats are raised."
833,raging-fury,raging-fury,fire,physical,120,100,10,0,,,2026-03-06 13:46:39.227812+00,"The user rampages and spews vicious flames to inflict damage on the target, then becomes fixated on using this move."
834,wave-crash,wave-crash,water,physical,120,100,10,0,,,2026-03-06 13:23:40.381896+00,The user shrouds itself in water and slams into the target with its whole body to inflict damage. This also damages the user and raises the user’s action speed.
835,chloroblast,chloroblast,grass,special,150,95,5,0,,,2026-03-08 04:32:44.431906+00,The user launches its amassed chlorophyll to inflict damage on the target. This also damages the user and lowers the user's action speed.
836,mountain-gale,mountain-gale,ice,physical,100,85,10,0,,,2026-03-08 04:32:44.397816+00,The user hurls giant chunks of ice at the target to inflict damage.
837,victory-dance,victory-dance,fighting,status,0,,10,0,,,2026-03-08 04:32:44.444026+00,The user performs a dance to usher in victory. This raises the user’s offensive and defensive stats and increases the damage dealt by the user’s moves by 50 percent.
838,headlong-rush,headlong-rush,ground,physical,120,100,5,0,,,2026-03-06 13:40:15.928126+00,The user smashes into the target in a full-body tackle. This also lowers the user’s defensive stats.
839,barb-barrage,barb-barrage,poison,physical,60,100,10,0,,,2026-03-07 22:56:07.861749+00,The user launches countless toxic barbs to inflict damage. This may also poison the target. This move’s power is doubled if the target has a status condition.
840,esper-wing,esper-wing,psychic,special,80,100,10,0,,,2026-03-08 04:32:44.435402+00,The user slashes the target with aura-enriched wings. This also raises the user's action speed. This move has a heightened chance of landing a critical hit.
841,bitter-malice,bitter-malice,ghost,special,75,100,10,0,,,2026-03-08 04:32:45.69078+00,The user attacks its target with spine-chilling resentment. This may also leave the target with frostbite. This move's power is doubled if the target has a status condition.
842,shelter,shelter,steel,status,0,,10,0,,,2026-03-06 14:06:23.192566+00,"The user makes its skin as hard as an iron shield, raising its defensive stats. Incoming moves also become more likely to miss."
843,triple-arrows,triple-arrows,fighting,physical,90,100,10,0,,,2026-03-08 04:32:45.689173+00,"The user delivers an axe kick, then fires three arrows. This raises the chance of its future attacks landing critical hits and also lowers the target's defensive stats."
844,infernal-parade,infernal-parade,ghost,special,60,100,15,0,,,2026-03-08 04:32:45.70952+00,The user attacks with myriad fireballs. This may also leave the target with a burn. This move's power is doubled if the target has a status condition.
845,ceaseless-edge,ceaseless-edge,dark,physical,65,90,15,0,,,2026-03-08 04:32:45.707705+00,"The user slashes its shell blade at the target, aiming to land a critical hit. Shell splinters left behind by this attack will continue to damage the target for several turns."
846,bleakwind-storm,bleakwind-storm,flying,special,100,80,10,0,,,2026-03-06 14:01:37.620255+00,The user attacks with savagely cold winds that cause both body and spirit to tremble. This may also leave the target with frostbite.
847,wildbolt-storm,wildbolt-storm,electric,special,100,80,10,0,,,2026-03-06 14:01:42.762804+00,The user summons a thunderous tempest and savagely attacks with lightning and wind. This may also leave the target with paralysis.
848,sandsear-storm,sandsear-storm,ground,special,100,80,10,0,,,2026-03-06 14:02:02.723138+00,The user attacks by wrapping the target in fierce winds and searingly hot sand. This also leaves the target with a burn.
849,lunar-blessing,lunar-blessing,psychic,status,0,,5,0,,,2026-03-06 13:53:25.246808+00,The user heals its own status conditions and restores its HP. Incoming moves also become more likely to miss.
850,take-heart,take-heart,psychic,status,0,,10,0,,,2026-03-07 22:20:42.632663+00,"The user lifts its spirits, healing its own status conditions and raising its offensive and defensive stats."
851,tera-blast,tera-blast,normal,special,80,100,10,0,,,2026-03-08 04:32:46.935856+00,"If the user has Terastallized, it unleashes energy of its Tera Type. This move inflicts damage using the Attack or Sp. Atk stat—whichever is higher for the user."
852,silk-trap,silk-trap,bug,status,0,,10,4,,,2026-03-06 14:21:31.650225+00,"The user spins a silken trap, protecting itself from damage while lowering the Speed stat of any attacker that makes direct contact."
853,axe-kick,axe-kick,fighting,physical,120,90,10,0,,,2026-03-06 13:26:40.883747+00,"The user attacks by kicking up into the air and slamming its heel down upon the target. This may also confuse the target. If it misses, the user takes damage instead."
854,last-respects,last-respects,ghost,physical,50,100,10,0,,,2026-03-06 14:25:23.743582+00,"The user attacks to avenge its allies. The more defeated allies there are in the user's party, the greater the move's power."
855,lumina-crash,lumina-crash,psychic,special,80,100,10,0,,,2026-03-06 14:24:12.901533+00,The user attacks by unleashing a peculiar light that even affects the mind. This also harshly lowers the target's Sp. Def stat.
856,order-up,order-up,dragon,physical,80,100,10,0,,,2026-03-06 14:25:41.287976+00,"The user attacks with elegant poise. If the user has a Tatsugiri in its mouth, this move boosts one of the user's stats based on the Tatsugiri's form."
857,jet-punch,jet-punch,water,physical,60,100,15,1,,,2026-03-06 14:24:47.397148+00,The user summons a torrent around its fist and punches at blinding speed. This move always goes first.
858,spicy-extract,spicy-extract,grass,status,0,,15,0,,,2026-03-06 14:23:55.219197+00,"The user emits an incredibly spicy extract, sharply boosting the target's Attack stat and harshly lowering the target's Defense stat."
859,spin-out,spin-out,steel,physical,100,100,5,0,,,2026-03-06 14:24:52.397551+00,"The user spins furiously by straining its legs, inflicting damage on the target. This also harshly lowers the user's Speed stat."
860,population-bomb,population-bomb,normal,physical,20,90,10,0,,,2026-03-06 14:21:58.10303+00,The user’s fellows gather in droves to perform a combo attack that hits the target one to ten times in a row.
861,ice-spinner,ice-spinner,ice,physical,80,100,15,0,,,2026-03-06 14:25:29.318311+00,"The user covers its feet in thin ice and twirls around, slamming into the target. This move's spinning motion also destroys the terrain."
862,glaive-rush,glaive-rush,dragon,physical,120,100,5,0,,,2026-03-07 22:56:39.991531+00,"The user throws its entire body into a reckless charge. After this move is used, attacks on the user cannot miss and will inflict double damage until the user’s next turn."
863,revival-blessing,revival-blessing,normal,status,0,,1,0,,,2026-03-06 14:21:53.756711+00,"The user bestows a loving blessing, reviving a party Pokémon that has fainted and restoring half that Pokémon's max HP."
864,salt-cure,salt-cure,rock,physical,40,100,15,0,,,2026-03-06 14:22:36.533521+00,"The user salt cures the target, inflicting damage every turn. Steel and Water types are more strongly affected by this move."
865,triple-dive,triple-dive,water,physical,30,95,10,0,,,2026-03-06 14:24:33.727707+00,"The user performs a perfectly timed triple dive, hitting the target with splashes of water three times in a row."
866,mortal-spin,mortal-spin,poison,physical,30,100,15,0,,,2026-03-06 14:25:15.644801+00,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also poisons opposing Pokémon."
867,doodle,doodle,normal,status,0,100,10,0,,,2026-03-06 14:23:26.960321+00,The user captures the very essence of the target in a sketch. This changes the Abilities of the user and its ally Pokémon to that of the target.
868,fillet-away,fillet-away,normal,status,0,,10,0,,,2026-03-06 14:25:38.038773+00,"The user sharply boosts its Attack, Sp. Atk, and Speed stats by using its own HP."
869,kowtow-cleave,kowtow-cleave,dark,physical,85,,10,0,,,2026-03-06 14:26:11.44817+00,The user slashes at the target after kowtowing to make the target let down its guard. This attack never misses.
870,flower-trick,flower-trick,grass,physical,70,,10,0,,,2026-03-06 14:20:48.969412+00,The user throws a rigged bouquet of flowers at the target. This attack never misses and always lands a critical hit.
871,torch-song,torch-song,fire,special,80,100,10,0,,,2026-03-06 14:21:03.586021+00,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user's Sp. Atk stat."
872,aqua-step,aqua-step,water,physical,80,100,10,0,,,2026-03-06 14:21:15.892775+00,The user toys with the target and attacks it using light and fluid dance steps. This also boosts the user's Speed stat.
873,raging-bull,raging-bull,normal,physical,90,100,10,0,,,2026-03-06 13:28:48.398763+00,"The user performs a tackle like a raging bull. This move's type depends on the user's form. It can also break barriers, such as Light Screen and Reflect."
874,make-it-rain,make-it-rain,steel,special,120,100,5,0,,,2026-03-07 22:56:38.464411+00,The user attacks by throwing out a mass of coins. This also lowers the user's Sp. Atk stat. Money is earned after the battle.
875,Psicohojas,psyblade,psychic,physical,80,100,15,0,,,2026-03-07 22:56:42.559217+00,The user rends the target with an ethereal blade. This move's power is boosted by 50 percent if the user is on Electric Terrain.
876,Hidrovapor,hydro-steam,water,special,80,100,15,0,,,2026-03-07 22:56:42.507925+00,The user blasts the target with boiling-hot water. This move's power is not lowered in harsh sunlight but rather boosted by 50 percent.
877,ruination,ruination,dark,special,1,90,10,0,,,2026-03-06 14:27:14.142486+00,The user summons a ruinous disaster. This cuts the target’s HP in half.
878,collision-course,collision-course,fighting,physical,100,100,5,0,,,2026-03-06 14:27:42.036911+00,"The user transforms and crashes to the ground, causing a massive prehistoric explosion. This move's power is boosted more than usual if it’s a supereffective hit."
879,electro-drift,electro-drift,electric,special,100,100,5,0,,,2026-03-06 14:27:46.315857+00,"The user races forward at ultrafast speeds, piercing its target with futuristic electricity. This move's power is boosted more than usual if it's a supereffective hit."
880,shed-tail,shed-tail,normal,status,0,,10,0,,,2026-03-06 14:25:02.154161+00,The user creates a substitute for itself using its own HP before switching places with a party Pokémon in waiting.
881,chilly-reception,chilly-reception,ice,status,0,,10,0,,,2026-03-08 04:32:50.684401+00,
882,tidy-up,tidy-up,normal,status,0,,10,0,,,2026-03-06 14:22:05.135908+00,"The user tidies up and removes the effects of Spikes, Stealth Rock, Sticky Web, Toxic Spikes, and Substitute. This also boosts the user’s Attack and Speed stats."
883,snowscape,snowscape,ice,status,0,,10,0,,,2026-03-06 13:30:10.806042+00,The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.
884,pounce,pounce,bug,physical,50,100,20,0,,,2026-03-08 04:32:50.700939+00,The user attacks by pouncing on the target. This also lowers the target's Speed stat.
885,trailblaze,trailblaze,grass,physical,50,100,20,0,,,2026-03-08 04:32:50.655967+00,The user attacks suddenly as if leaping out from tall grass. The user's nimble footwork boosts its Speed stat.
886,chilling-water,chilling-water,water,special,50,100,20,0,,,2026-03-08 04:32:50.688364+00,The user attacks the target by showering it with water that's so cold it saps the target's power. This also lowers the target's Attack stat.
887,hyper-drill,hyper-drill,normal,physical,100,100,5,0,,,2026-03-06 13:34:44.067011+00,The user spins the pointed part of its body at high speed to pierce the target. This attack can hit a target using a move such as Protect or Detect.
888,twin-beam,twin-beam,psychic,special,40,100,10,0,,,2026-03-06 13:34:26.930119+00,The user shoots mystical beams from its eyes to inflict damage. The target is hit twice in a row.
889,rage-fist,rage-fist,ghost,physical,50,100,10,0,,,2026-03-06 14:25:49.358275+00,"The user converts its rage into energy to attack. The more times the user has been hit by attacks, the greater the move's power."
890,armor-cannon,armor-cannon,fire,special,120,100,5,0,,,2026-03-06 14:22:45.262894+00,The user shoots its own armor out as blazing projectiles. This also lowers the user’s Defense and Sp. Def stats.
891,bitter-blade,bitter-blade,fire,physical,90,100,10,0,,,2026-03-06 14:22:50.35568+00,The user focuses its bitter feelings toward the world of the living into a slashing attack. The user's HP is restored by up to half the damage taken by the target.
892,double-shock,double-shock,electric,physical,120,100,5,0,,,2026-03-06 14:21:49.759321+00,"The user discharges all the electricity from its body to perform a high-damage attack. After using this move, the user will no longer be Electric type."
893,gigaton-hammer,gigaton-hammer,steel,physical,160,100,5,0,,,2026-03-06 14:24:25.334986+00,The user swings its whole body around to attack with its huge hammer. This move can't be used twice in a row.
894,comeuppance,comeuppance,dark,physical,1,100,10,0,,,2026-03-06 13:49:47.546968+00,The user retaliates with much greater force against the opponent that last inflicted damage on it.
895,aqua-cutter,aqua-cutter,water,physical,70,100,20,0,,,2026-03-06 14:21:05.653601+00,The user expels pressurized water to cut at the target like a blade. This move has a heightened chance of landing a critical hit.
896,blazing-torque,blazing-torque,fire,physical,80,100,10,0,,,2026-03-08 04:32:51.972334+00,
897,wicked-torque,wicked-torque,dark,physical,80,100,10,0,,,2026-03-08 04:32:51.943522+00,
898,noxious-torque,noxious-torque,poison,physical,100,100,10,0,,,2026-03-08 04:32:51.958867+00,
899,combat-torque,combat-torque,fighting,physical,100,100,10,0,,,2026-03-08 04:32:51.948084+00,
900,magical-torque,magical-torque,fairy,physical,100,100,10,0,,,2026-03-08 04:32:51.949399+00,
901,blood-moon,blood-moon,normal,special,140,100,5,0,,,2026-03-08 04:32:53.552133+00,The user unleashes the full brunt of its spirit from a full moon that shines as red as blood. This move can't be used twice in a row.
902,matcha-gotcha,matcha-gotcha,grass,special,80,90,15,0,,,2026-03-07 22:56:47.232193+00,The user fires a blast of tea that it mixed. The user's HP is restored by up to half the damage taken by the target. This may also leave the target with a burn.
903,syrup-bomb,syrup-bomb,grass,special,60,85,10,0,,0,2026-03-07 22:56:46.266037+00,"The user sets off an explosion of sticky candy syrup, which coats the target and causes the target's Speed stat to drop each turn for three turns."
904,ivy-cudgel,ivy-cudgel,grass,physical,100,100,10,0,,,2026-03-07 22:56:46.503111+00,"The user strikes with an ivy-wrapped cudgel. This move's type changes depending on the mask worn by the user, and it has a heightened chance of landing a critical hit."
905,Electrorrayo,electro-shot,electric,special,130,100,10,0,,,2026-03-07 22:56:47.265736+00,"The user gathers electricity on the first turn, boosting its Sp. Atk stat, then fires a high-voltage shot on the next turn. The shot will be fired immediately in rain."
906,Teraclúster,tera-starstorm,normal,special,120,100,5,0,,,2026-03-07 22:56:49.847082+00,"With the power of its crystals, the user bombards and eliminates the target. When used by Terapagos in its Stellar Form, this move damages all opposing Pokémon."
907,Láser Veleidoso,fickle-beam,dragon,special,80,100,5,0,,,2026-03-07 22:56:47.440375+00,"The user shoots a beam of light to inflict damage. Sometimes all the user's heads shoot beams in unison, doubling the move's power."
908,Llama Protectora,burning-bulwark,fire,status,0,0,10,4,,,2026-03-07 22:56:46.498864+00,The user's intensely hot fur protects it from attacks and also burns any attacker that makes direct contact with it.
909,Relámpago Súbito,thunderclap,electric,special,70,100,5,1,,,2026-03-07 22:56:50.253686+00,This move enables the user to attack first with a jolt of electricity. This move fails if the target is not readying an attack.
910,Filo Potente,mighty-cleave,rock,physical,95,100,5,0,,,2026-03-07 22:56:50.032879+00,The user wields the light that has accumulated atop its head to cleave the target. This move hits even if the target protects itself.
911,Tajo Taquión,tachyon-cutter,steel,special,50,0,10,0,,,2026-03-07 22:56:50.004482+00,The user attacks by launching particle blades at the target twice in a row. This attack never misses.
912,Prensa Metálica,hard-press,steel,physical,0,100,10,0,,,2026-03-08 04:32:54.911003+00,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power."
913,Bramido Dragón,dragon-cheer,dragon,status,0,0,15,0,,,2026-03-08 04:32:54.887476+00,The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.
914,Canto Encantador,alluring-voice,fairy,special,80,100,10,0,,,2026-03-08 04:32:54.849378+00,The user attacks the target using its angelic voice. This also confuses the target if its stats have been boosted during the turn.
915,Cólera Ardiente,temper-flare,fire,physical,75,100,10,0,,,2026-03-08 04:32:54.882638+00,"Spurred by desperation, the user attacks the target. This move's power is doubled if the user's previous move failed."
916,Plancha Voltaica,supercell-slam,electric,physical,100,95,15,0,,,2026-03-08 04:32:54.895007+00,"The user electrifies its body and drops onto the target to inflict damage. If this move misses, the user takes damage instead."
917,Psicorruido,psychic-noise,psychic,special,75,100,10,0,,,2026-03-08 04:32:54.888315+00,"The user attacks the target with unpleasant sound waves. For two turns, the target is prevented from recovering HP through moves, Abilities, or held items."
918,Palma Rauda,upper-hand,fighting,physical,65,100,15,3,,,2026-03-08 04:32:54.836336+00,"The user reacts to the target's movement and strikes with the heel of its palm, making the target flinch. This move fails if the target is not readying a priority move."
919,Cadena Virulenta,malignant-chain,poison,special,100,100,5,0,,,2026-03-07 22:56:49.815863+00,"The user pours toxins into the target by wrapping them in a toxic, corrosive chain. This may also leave the target badly poisoned."
10001,Carga Oscura,shadow-rush,shadow,physical,55,100,10,0,,,2026-03-08 04:32:54.902498+00,
10002,Soplo Oscuro,shadow-blast,shadow,physical,80,100,10,0,,,2026-03-08 04:32:56.188983+00,
10003,Vigor Oscuro,shadow-blitz,shadow,physical,40,100,10,0,,,2026-03-08 04:32:56.137772+00,
10004,Rayo Oscuro,shadow-bolt,shadow,special,75,100,10,0,,,2026-03-08 04:32:56.198481+00,
10005,Brío Oscuro,shadow-break,shadow,physical,75,100,10,0,,,2026-03-08 04:32:56.18736+00,
10006,Hielo Oscuro,shadow-chill,shadow,special,75,100,10,0,,,2026-03-08 04:32:56.197392+00,
10007,Fin Oscuro,shadow-end,shadow,physical,120,60,10,0,,,2026-03-08 04:32:56.233532+00,
10008,Fuego Oscuro,shadow-fire,shadow,special,75,100,10,0,,,2026-03-08 04:32:56.211129+00,
10009,Rabia Oscura,shadow-rave,shadow,special,70,100,10,0,,,2026-03-08 04:32:56.243924+00,
10010,Tifón Oscuro,shadow-storm,shadow,special,95,100,10,0,,,2026-03-08 04:32:56.192993+00,
10011,Onda Oscura,shadow-wave,shadow,special,50,100,10,0,,,2026-03-08 04:32:56.194642+00,
10012,Ocaso Oscuro,shadow-down,shadow,status,,100,10,0,,,2026-03-08 04:32:57.54321+00,
10013,Mitad Oscura,shadow-half,shadow,special,,100,10,0,,,2026-03-08 04:32:57.544501+00,
10014,Traba Oscura,shadow-hold,shadow,status,,,10,0,,,2026-03-08 04:32:57.544671+00,
10015,Bruma Oscura,shadow-mist,shadow,status,,100,10,0,,,2026-03-08 04:32:57.557698+00,
10016,Miedo Oscuro,shadow-panic,shadow,status,,90,10,0,,,2026-03-08 04:32:57.504399+00,
10017,Muda Oscura,shadow-shed,shadow,status,,,10,0,,,2026-03-08 04:32:57.614548+00,
10018,Cielo Oscuro,shadow-sky,shadow,status,,,10,0,,,2026-03-08 04:32:57.540505+00,
